ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,SalesAmount
536,20220415,20220427,20220422,22747,SO56240,29.99
480,20220415,20220427,20220422,22747,SO56240,2.29
536,20220415,20220427,20220422,23357,SO56241,29.99
472,20220415,20220427,20220422,23357,SO56241,63.5
528,20220415,20220427,20220422,23357,SO56241,4.99
478,20220415,20220427,20220422,13179,SO56242,9.99
477,20220415,20220427,20220422,13179,SO56242,4.99
487,20220415,20220427,20220422,13179,SO56242,54.99
484,20220415,20220427,20220422,13179,SO56242,7.95
477,20220415,20220427,20220422,21805,SO56243,4.99
478,20220415,20220427,20220422,21805,SO56243,9.99
214,20220415,20220427,20220422,21805,SO56243,34.99
481,20220415,20220427,20220422,15543,SO56244,8.99
476,20220415,20220427,20220422,15543,SO56244,69.99
477,20220415,20220427,20220422,11712,SO56245,4.99
480,20220415,20220427,20220422,11712,SO56245,2.29
477,20220415,20220427,20220422,16788,SO56246,4.99
214,20220415,20220427,20220422,16788,SO56246,34.99
528,20220415,20220427,20220422,16143,SO56247,4.99
485,20220415,20220427,20220422,16143,SO56247,21.98
485,20220415,20220427,20220422,18128,SO56248,21.98
473,20220415,20220427,20220422,18128,SO56248,63.5
528,20220415,20220427,20220422,19946,SO56249,4.99
535,20220415,20220427,20220422,19946,SO56249,24.99
485,20220415,20220427,20220422,19946,SO56249,21.98
214,20220415,20220427,20220422,19946,SO56249,34.99
476,20220415,20220427,20220422,28452,SO56250,69.99
536,20220415,20220427,20220422,24546,SO56251,29.99
528,20220415,20220427,20220422,24546,SO56251,4.99
480,20220415,20220427,20220422,24546,SO56251,2.29
530,20220415,20220427,20220422,11374,SO56252,4.99
541,20220415,20220427,20220422,11374,SO56252,28.99
214,20220415,20220427,20220422,11374,SO56252,34.99
530,20220415,20220427,20220422,11566,SO56253,4.99
480,20220415,20220427,20220422,11566,SO56253,2.29
537,20220415,20220427,20220422,12202,SO56254,35
528,20220415,20220427,20220422,12202,SO56254,4.99
480,20220415,20220427,20220422,12202,SO56254,2.29
537,20220415,20220427,20220422,11971,SO56255,35
528,20220415,20220427,20220422,11971,SO56255,4.99
214,20220415,20220427,20220422,11971,SO56255,34.99
600,20220415,20220427,20220422,15882,SO56256,539.99
535,20220415,20220427,20220422,15882,SO56256,24.99
465,20220415,20220427,20220422,15882,SO56256,24.49
585,20220415,20220427,20220422,27884,SO56257,742.35
477,20220415,20220427,20220422,27884,SO56257,4.99
479,20220415,20220427,20220422,27884,SO56257,8.99
590,20220415,20220427,20220422,16712,SO56258,769.49
476,20220415,20220427,20220422,16712,SO56258,69.99
581,20220415,20220427,20220422,14129,SO56259,1700.99
583,20220415,20220427,20220422,19557,SO56260,1700.99
539,20220415,20220427,20220422,19557,SO56260,24.99
489,20220415,20220427,20220422,19557,SO56260,53.99
584,20220415,20220427,20220422,20999,SO56261,539.99
479,20220415,20220427,20220422,20999,SO56261,8.99
477,20220415,20220427,20220422,20999,SO56261,4.99
606,20220415,20220427,20220422,28210,SO56262,539.99
467,20220415,20220427,20220422,28210,SO56262,24.49
584,20220415,20220427,20220422,20987,SO56263,539.99
479,20220415,20220427,20220422,20987,SO56263,8.99
477,20220415,20220427,20220422,20987,SO56263,4.99
564,20220415,20220427,20220422,29194,SO56264,2384.07
222,20220415,20220427,20220422,29194,SO56264,34.99
378,20220415,20220427,20220422,19560,SO56265,2443.35
540,20220415,20220427,20220422,19560,SO56265,32.6
529,20220415,20220427,20220422,19560,SO56265,3.99
217,20220415,20220427,20220422,19560,SO56265,34.99
463,20220415,20220427,20220422,19560,SO56265,24.49
376,20220415,20220427,20220422,19576,SO56266,2443.35
529,20220415,20220427,20220422,19576,SO56266,3.99
540,20220415,20220427,20220422,19576,SO56266,32.6
374,20220415,20220427,20220422,18929,SO56267,2443.35
484,20220415,20220427,20220422,18929,SO56267,7.95
353,20220415,20220427,20220422,11472,SO56268,2319.99
480,20220415,20220427,20220422,11472,SO56268,2.29
363,20220415,20220427,20220422,11151,SO56269,2294.99
485,20220415,20220427,20220422,11151,SO56269,21.98
480,20220415,20220427,20220422,11151,SO56269,2.29
353,20220415,20220427,20220422,12346,SO56270,2319.99
222,20220415,20220427,20220422,12346,SO56270,34.99
605,20220415,20220427,20220422,21336,SO56271,539.99
479,20220415,20220427,20220422,21336,SO56271,8.99
484,20220415,20220427,20220422,21336,SO56271,7.95
382,20220415,20220427,20220422,19891,SO56272,1120.49
491,20220415,20220427,20220422,19891,SO56272,53.99
529,20220416,20220428,20220423,16346,SO56273,3.99
480,20220416,20220428,20220423,16346,SO56273,2.29
478,20220416,20220428,20220423,28950,SO56274,9.99
222,20220416,20220428,20220423,28950,SO56274,34.99
478,20220416,20220428,20220423,28942,SO56275,9.99
582,20220416,20220428,20220423,20852,SO56276,1700.99
491,20220416,20220428,20220423,20852,SO56276,53.99
225,20220416,20220428,20220423,20852,SO56276,8.99
486,20220416,20220428,20220423,12672,SO56277,159
593,20220416,20220428,20220423,17720,SO56278,564.99
225,20220416,20220428,20220423,17720,SO56278,8.99
217,20220416,20220428,20220423,17720,SO56278,34.99
372,20220416,20220428,20220423,12333,SO56279,2443.35
540,20220416,20220428,20220423,12333,SO56279,32.6
225,20220416,20220428,20220423,12333,SO56279,8.99
489,20220416,20220428,20220423,11653,SO56280,53.99
530,20220416,20220428,20220423,11277,SO56281,4.99
487,20220416,20220428,20220423,11277,SO56281,54.99
484,20220416,20220428,20220423,11277,SO56281,7.95
529,20220416,20220428,20220423,11520,SO56282,3.99
217,20220416,20220428,20220423,11520,SO56282,34.99
465,20220416,20220428,20220423,11520,SO56282,24.49
529,20220416,20220428,20220423,11530,SO56283,3.99
214,20220416,20220428,20220423,11530,SO56283,34.99
529,20220416,20220428,20220423,11507,SO56284,3.99
539,20220416,20220428,20220423,11507,SO56284,24.99
222,20220416,20220428,20220423,11507,SO56284,34.99
538,20220416,20220428,20220423,27533,SO56285,21.49
529,20220416,20220428,20220423,27533,SO56285,3.99
535,20220416,20220428,20220423,11698,SO56286,24.99
463,20220416,20220428,20220423,11698,SO56286,24.49
541,20220416,20220428,20220423,27046,SO56287,28.99
530,20220416,20220428,20220423,27046,SO56287,4.99
480,20220416,20220428,20220423,27046,SO56287,2.29
540,20220416,20220428,20220423,25434,SO56288,32.6
529,20220416,20220428,20220423,25434,SO56288,3.99
480,20220416,20220428,20220423,25434,SO56288,2.29
540,20220416,20220428,20220423,23793,SO56289,32.6
529,20220416,20220428,20220423,23793,SO56289,3.99
480,20220416,20220428,20220423,23793,SO56289,2.29
536,20220416,20220428,20220423,19839,SO56290,29.99
528,20220416,20220428,20220423,19839,SO56290,4.99
217,20220416,20220428,20220423,19839,SO56290,34.99
476,20220416,20220428,20220423,15856,SO56291,69.99
225,20220416,20220428,20220423,15856,SO56291,8.99
475,20220416,20220428,20220423,20352,SO56292,69.99
482,20220416,20220428,20220423,20352,SO56292,8.99
476,20220416,20220428,20220423,11808,SO56293,69.99
465,20220416,20220428,20220423,11808,SO56293,24.49
481,20220416,20220428,20220423,18520,SO56294,8.99
475,20220416,20220428,20220423,18520,SO56294,69.99
475,20220416,20220428,20220423,20748,SO56295,69.99
489,20220416,20220428,20220423,20748,SO56295,53.99
528,20220416,20220428,20220423,24773,SO56296,4.99
480,20220416,20220428,20220423,24773,SO56296,2.29
528,20220416,20220428,20220423,23716,SO56297,4.99
485,20220416,20220428,20220423,23716,SO56297,21.98
485,20220416,20220428,20220423,14122,SO56298,21.98
225,20220416,20220428,20220423,14122,SO56298,8.99
528,20220416,20220428,20220423,16048,SO56299,4.99
217,20220416,20220428,20220423,16048,SO56299,34.99
477,20220416,20220428,20220423,19317,SO56300,4.99
539,20220416,20220428,20220423,16469,SO56301,24.99
529,20220416,20220428,20220423,16469,SO56301,3.99
222,20220416,20220428,20220423,16469,SO56301,34.99
536,20220416,20220428,20220423,19375,SO56302,29.99
528,20220416,20220428,20220423,19375,SO56302,4.99
485,20220416,20220428,20220423,19375,SO56302,21.98
471,20220416,20220428,20220423,19375,SO56302,63.5
529,20220416,20220428,20220423,21084,SO56303,3.99
538,20220416,20220428,20220423,21084,SO56303,21.49
480,20220416,20220428,20220423,21084,SO56303,2.29
477,20220416,20220428,20220423,21075,SO56304,4.99
487,20220416,20220428,20220423,21075,SO56304,54.99
529,20220416,20220428,20220423,24572,SO56305,3.99
538,20220416,20220428,20220423,21121,SO56306,21.49
538,20220416,20220428,20220423,26990,SO56307,21.49
480,20220416,20220428,20220423,26990,SO56307,2.29
537,20220416,20220428,20220423,12191,SO56308,35
528,20220416,20220428,20220423,12191,SO56308,4.99
472,20220416,20220428,20220423,12191,SO56308,63.5
485,20220416,20220428,20220423,12191,SO56308,21.98
478,20220416,20220428,20220423,12659,SO56309,9.99
487,20220416,20220428,20220423,12659,SO56309,54.99
482,20220416,20220428,20220423,12659,SO56309,8.99
237,20220416,20220428,20220423,12268,SO56310,49.99
222,20220416,20220428,20220423,11580,SO56311,34.99
581,20220416,20220428,20220423,16947,SO56312,1700.99
214,20220416,20220428,20220423,16947,SO56312,34.99
580,20220416,20220428,20220423,16973,SO56313,1700.99
539,20220416,20220428,20220423,16973,SO56313,24.99
529,20220416,20220428,20220423,16973,SO56313,3.99
484,20220416,20220428,20220423,16973,SO56313,7.95
483,20220416,20220428,20220423,16973,SO56313,120
376,20220416,20220428,20220423,16373,SO56314,2443.35
529,20220416,20220428,20220423,16373,SO56314,3.99
540,20220416,20220428,20220423,16373,SO56314,32.6
217,20220416,20220428,20220423,16373,SO56314,34.99
472,20220416,20220428,20220423,16373,SO56314,63.5
361,20220416,20220428,20220423,13178,SO56315,2294.99
485,20220416,20220428,20220423,13178,SO56315,21.98
359,20220416,20220428,20220423,12208,SO56316,2294.99
485,20220416,20220428,20220423,12208,SO56316,21.98
225,20220416,20220428,20220423,12208,SO56316,8.99
237,20220416,20220428,20220423,12208,SO56316,49.99
570,20220416,20220428,20220423,14843,SO56317,742.35
222,20220416,20220428,20220423,14843,SO56317,34.99
574,20220416,20220428,20220423,29191,SO56318,2384.07
225,20220416,20220428,20220423,29191,SO56318,8.99
372,20220416,20220428,20220423,19555,SO56319,2443.35
222,20220416,20220428,20220423,19555,SO56319,34.99
490,20220416,20220428,20220423,19555,SO56319,53.99
378,20220416,20220428,20220423,13524,SO56320,2443.35
479,20220416,20220428,20220423,13524,SO56320,8.99
477,20220416,20220428,20220423,13524,SO56320,4.99
372,20220416,20220428,20220423,18931,SO56321,2443.35
540,20220416,20220428,20220423,18931,SO56321,32.6
529,20220416,20220428,20220423,18931,SO56321,3.99
480,20220416,20220428,20220423,18931,SO56321,2.29
363,20220416,20220428,20220423,11750,SO56322,2294.99
487,20220416,20220428,20220423,11750,SO56322,54.99
355,20220416,20220428,20220423,12671,SO56323,2319.99
353,20220416,20220428,20220423,12673,SO56324,2319.99
478,20220416,20220428,20220423,12673,SO56324,9.99
477,20220416,20220428,20220423,12673,SO56324,4.99
566,20220416,20220428,20220423,26484,SO56325,742.35
570,20220416,20220428,20220423,26485,SO56326,742.35
361,20220416,20220428,20220423,12001,SO56327,2294.99
478,20220416,20220428,20220423,12001,SO56327,9.99
477,20220416,20220428,20220423,12001,SO56327,4.99
225,20220416,20220428,20220423,12001,SO56327,8.99
564,20220416,20220428,20220423,24959,SO56328,2384.07
214,20220416,20220428,20220423,24959,SO56328,34.99
576,20220416,20220428,20220423,11739,SO56329,2384.07
477,20220416,20220428,20220423,11739,SO56329,4.99
479,20220416,20220428,20220423,11739,SO56329,8.99
606,20220416,20220428,20220423,22886,SO56330,539.99
217,20220416,20220428,20220423,22886,SO56330,34.99
467,20220416,20220428,20220423,22886,SO56330,24.49
390,20220416,20220428,20220423,20163,SO56331,1120.49
388,20220417,20220429,20220424,24908,SO56332,1120.49
217,20220417,20220429,20220424,24908,SO56332,34.99
386,20220417,20220429,20220424,23542,SO56333,1120.49
214,20220417,20220429,20220424,23542,SO56333,34.99
355,20220417,20220429,20220424,12657,SO56334,2319.99
485,20220417,20220429,20220424,12657,SO56334,21.98
359,20220417,20220429,20220424,12330,SO56335,2294.99
477,20220417,20220429,20220424,12330,SO56335,4.99
478,20220417,20220429,20220424,12330,SO56335,9.99
463,20220417,20220429,20220424,12330,SO56335,24.49
359,20220417,20220429,20220424,11612,SO56336,2294.99
485,20220417,20220429,20220424,11612,SO56336,21.98
478,20220417,20220429,20220424,11612,SO56336,9.99
355,20220417,20220429,20220424,13686,SO56337,2319.99
487,20220417,20220429,20220424,13686,SO56337,54.99
577,20220417,20220429,20220424,12005,SO56338,1214.85
539,20220417,20220429,20220424,15128,SO56339,24.99
480,20220417,20220429,20220424,15128,SO56339,2.29
536,20220417,20220429,20220424,17057,SO56340,29.99
480,20220417,20220429,20220424,17057,SO56340,2.29
477,20220417,20220429,20220424,20417,SO56341,4.99
490,20220417,20220429,20220424,20417,SO56341,53.99
225,20220417,20220429,20220424,20417,SO56341,8.99
530,20220417,20220429,20220424,23997,SO56342,4.99
217,20220417,20220429,20220424,23997,SO56342,34.99
583,20220417,20220429,20220424,20851,SO56343,1700.99
222,20220417,20220429,20220424,20851,SO56343,34.99
580,20220417,20220429,20220424,20856,SO56344,1700.99
528,20220417,20220429,20220424,11123,SO56345,4.99
535,20220417,20220429,20220424,11123,SO56345,24.99
484,20220417,20220429,20220424,11123,SO56345,7.95
536,20220417,20220429,20220424,23469,SO56346,29.99
540,20220417,20220429,20220424,14566,SO56347,32.6
529,20220417,20220429,20220424,14566,SO56347,3.99
486,20220417,20220429,20220424,14566,SO56347,159
540,20220417,20220429,20220424,25023,SO56348,32.6
529,20220417,20220429,20220424,25023,SO56348,3.99
480,20220417,20220429,20220424,25023,SO56348,2.29
478,20220417,20220429,20220424,13732,SO56349,9.99
477,20220417,20220429,20220424,13732,SO56349,4.99
488,20220417,20220429,20220424,13732,SO56349,53.99
536,20220417,20220429,20220424,22138,SO56350,29.99
528,20220417,20220429,20220424,22138,SO56350,4.99
480,20220417,20220429,20220424,22138,SO56350,2.29
478,20220417,20220429,20220424,21616,SO56351,9.99
477,20220417,20220429,20220424,21616,SO56351,4.99
488,20220417,20220429,20220424,21616,SO56351,53.99
478,20220417,20220429,20220424,20503,SO56352,9.99
477,20220417,20220429,20220424,20503,SO56352,4.99
477,20220417,20220429,20220424,27243,SO56353,4.99
228,20220417,20220429,20220424,27243,SO56353,49.99
528,20220417,20220429,20220424,15344,SO56354,4.99
528,20220417,20220429,20220424,14475,SO56355,4.99
480,20220417,20220429,20220424,14475,SO56355,2.29
528,20220417,20220429,20220424,18179,SO56356,4.99
539,20220417,20220429,20220424,16255,SO56357,24.99
529,20220417,20220429,20220424,16255,SO56357,3.99
486,20220417,20220429,20220424,16255,SO56357,159
540,20220417,20220429,20220424,13496,SO56358,32.6
529,20220417,20220429,20220424,13496,SO56358,3.99
535,20220417,20220429,20220424,20570,SO56359,24.99
528,20220417,20220429,20220424,20570,SO56359,4.99
214,20220417,20220429,20220424,20570,SO56359,34.99
234,20220417,20220429,20220424,20570,SO56359,49.99
536,20220417,20220429,20220424,19388,SO56360,29.99
528,20220417,20220429,20220424,19388,SO56360,4.99
480,20220417,20220429,20220424,19388,SO56360,2.29
484,20220417,20220429,20220424,19388,SO56360,7.95
528,20220417,20220429,20220424,15418,SO56361,4.99
537,20220417,20220429,20220424,15418,SO56361,35
480,20220417,20220429,20220424,15418,SO56361,2.29
591,20220417,20220429,20220424,19127,SO56362,564.99
478,20220417,20220429,20220424,19127,SO56362,9.99
477,20220417,20220429,20220424,19127,SO56362,4.99
589,20220417,20220429,20220424,14089,SO56363,769.49
475,20220417,20220429,20220424,14089,SO56363,69.99
490,20220417,20220429,20220424,14089,SO56363,53.99
357,20220417,20220429,20220424,13100,SO56364,2319.99
485,20220417,20220429,20220424,13100,SO56364,21.98
222,20220417,20220429,20220424,13100,SO56364,34.99
583,20220417,20220429,20220424,23106,SO56365,1700.99
479,20220417,20220429,20220424,23106,SO56365,8.99
477,20220417,20220429,20220424,23106,SO56365,4.99
222,20220417,20220429,20220424,23106,SO56365,34.99
467,20220417,20220429,20220424,23106,SO56365,24.49
582,20220417,20220429,20220424,23107,SO56366,1700.99
479,20220417,20220429,20220424,23107,SO56366,8.99
477,20220417,20220429,20220424,23107,SO56366,4.99
606,20220417,20220429,20220424,28209,SO56367,539.99
217,20220417,20220429,20220424,28209,SO56367,34.99
574,20220417,20220429,20220424,29190,SO56368,2384.07
225,20220417,20220429,20220424,29190,SO56368,8.99
488,20220417,20220429,20220424,29190,SO56368,53.99
357,20220417,20220429,20220424,12356,SO56369,2319.99
485,20220417,20220429,20220424,12356,SO56369,21.98
566,20220417,20220429,20220424,26486,SO56370,742.35
479,20220417,20220429,20220424,26486,SO56370,8.99
355,20220417,20220429,20220424,11990,SO56371,2319.99
477,20220417,20220429,20220424,11990,SO56371,4.99
478,20220417,20220429,20220424,11990,SO56371,9.99
222,20220417,20220429,20220424,11990,SO56371,34.99
560,20220417,20220429,20220424,23283,SO56372,1214.85
222,20220417,20220429,20220424,23283,SO56372,34.99
579,20220417,20220429,20220424,25380,SO56373,1214.85
222,20220417,20220429,20220424,25380,SO56373,34.99
604,20220417,20220429,20220424,25656,SO56374,539.99
605,20220417,20220429,20220424,25659,SO56375,539.99
538,20220417,20220429,20220424,25659,SO56375,21.49
529,20220417,20220429,20220424,25659,SO56375,3.99
480,20220417,20220429,20220424,25659,SO56375,2.29
574,20220417,20220429,20220424,12644,SO56376,2384.07
222,20220417,20220429,20220424,12644,SO56376,34.99
361,20220418,20220430,20220425,12381,SO56377,2294.99
217,20220418,20220430,20220425,12381,SO56377,34.99
225,20220418,20220430,20220425,12381,SO56377,8.99
353,20220418,20220430,20220425,12286,SO56378,2319.99
485,20220418,20220430,20220425,12286,SO56378,21.98
472,20220418,20220430,20220425,12286,SO56378,63.5
484,20220418,20220430,20220425,28597,SO56379,7.95
528,20220418,20220430,20220425,20250,SO56380,4.99
536,20220418,20220430,20220425,20250,SO56380,29.99
480,20220418,20220430,20220425,20250,SO56380,2.29
536,20220418,20220430,20220425,16640,SO56381,29.99
528,20220418,20220430,20220425,16640,SO56381,4.99
214,20220418,20220430,20220425,16640,SO56381,34.99
485,20220418,20220430,20220425,16919,SO56382,21.98
214,20220418,20220430,20220425,16919,SO56382,34.99
485,20220418,20220430,20220425,22949,SO56383,21.98
231,20220418,20220430,20220425,22949,SO56383,49.99
477,20220418,20220430,20220425,23424,SO56384,4.99
465,20220418,20220430,20220425,23424,SO56384,24.49
530,20220418,20220430,20220425,14860,SO56385,4.99
214,20220418,20220430,20220425,14860,SO56385,34.99
487,20220418,20220430,20220425,13617,SO56386,54.99
484,20220418,20220430,20220425,13617,SO56386,7.95
540,20220418,20220430,20220425,16635,SO56387,32.6
529,20220418,20220430,20220425,16635,SO56387,3.99
480,20220418,20220430,20220425,16635,SO56387,2.29
587,20220418,20220430,20220425,13779,SO56388,769.49
536,20220418,20220430,20220425,13779,SO56388,29.99
528,20220418,20220430,20220425,13779,SO56388,4.99
485,20220418,20220430,20220425,13779,SO56388,21.98
487,20220418,20220430,20220425,13779,SO56388,54.99
539,20220418,20220430,20220425,29206,SO56389,24.99
529,20220418,20220430,20220425,29206,SO56389,3.99
483,20220418,20220430,20220425,29206,SO56389,120
530,20220418,20220430,20220425,11519,SO56390,4.99
480,20220418,20220430,20220425,11519,SO56390,2.29
535,20220418,20220430,20220425,25356,SO56391,24.99
480,20220418,20220430,20220425,25356,SO56391,2.29
530,20220418,20220430,20220425,11500,SO56392,4.99
529,20220418,20220430,20220425,25441,SO56393,3.99
540,20220418,20220430,20220425,25441,SO56393,32.6
222,20220418,20220430,20220425,25441,SO56393,34.99
540,20220418,20220430,20220425,24398,SO56394,32.6
480,20220418,20220430,20220425,24398,SO56394,2.29
484,20220418,20220430,20220425,24398,SO56394,7.95
536,20220418,20220430,20220425,12530,SO56395,29.99
477,20220418,20220430,20220425,12530,SO56395,4.99
217,20220418,20220430,20220425,12530,SO56395,34.99
540,20220418,20220430,20220425,24435,SO56396,32.6
529,20220418,20220430,20220425,24435,SO56396,3.99
480,20220418,20220430,20220425,24435,SO56396,2.29
484,20220418,20220430,20220425,24435,SO56396,7.95
536,20220418,20220430,20220425,23300,SO56397,29.99
528,20220418,20220430,20220425,23300,SO56397,4.99
222,20220418,20220430,20220425,23300,SO56397,34.99
471,20220418,20220430,20220425,23300,SO56397,63.5
536,20220418,20220430,20220425,22108,SO56398,29.99
477,20220418,20220430,20220425,22108,SO56398,4.99
228,20220418,20220430,20220425,22108,SO56398,49.99
476,20220418,20220430,20220425,14244,SO56399,69.99
477,20220418,20220430,20220425,17605,SO56400,4.99
222,20220418,20220430,20220425,17605,SO56400,34.99
528,20220418,20220430,20220425,29176,SO56401,4.99
480,20220418,20220430,20220425,29176,SO56401,2.29
484,20220418,20220430,20220425,29176,SO56401,7.95
528,20220418,20220430,20220425,15935,SO56402,4.99
480,20220418,20220430,20220425,15935,SO56402,2.29
528,20220418,20220430,20220425,21690,SO56403,4.99
217,20220418,20220430,20220425,21690,SO56403,34.99
489,20220418,20220430,20220425,21690,SO56403,53.99
485,20220418,20220430,20220425,14135,SO56404,21.98
478,20220418,20220430,20220425,14135,SO56404,9.99
487,20220418,20220430,20220425,14135,SO56404,54.99
485,20220418,20220430,20220425,16036,SO56405,21.98
540,20220418,20220430,20220425,15092,SO56406,32.6
529,20220418,20220430,20220425,15092,SO56406,3.99
535,20220418,20220430,20220425,17936,SO56407,24.99
528,20220418,20220430,20220425,17936,SO56407,4.99
217,20220418,20220430,20220425,17936,SO56407,34.99
536,20220418,20220430,20220425,17997,SO56408,29.99
528,20220418,20220430,20220425,17997,SO56408,4.99
214,20220418,20220430,20220425,17997,SO56408,34.99
539,20220418,20220430,20220425,13809,SO56409,24.99
529,20220418,20220430,20220425,13809,SO56409,3.99
217,20220418,20220430,20220425,13809,SO56409,34.99
228,20220418,20220430,20220425,13809,SO56409,49.99
529,20220418,20220430,20220425,17820,SO56410,3.99
529,20220418,20220430,20220425,22710,SO56411,3.99
529,20220418,20220430,20220425,17821,SO56412,3.99
480,20220418,20220430,20220425,17821,SO56412,2.29
529,20220418,20220430,20220425,12489,SO56413,3.99
217,20220418,20220430,20220425,12489,SO56413,34.99
529,20220418,20220430,20220425,25768,SO56414,3.99
538,20220418,20220430,20220425,25768,SO56414,21.49
231,20220418,20220430,20220425,25768,SO56414,49.99
537,20220418,20220430,20220425,11311,SO56415,35
528,20220418,20220430,20220425,11311,SO56415,4.99
222,20220418,20220430,20220425,11311,SO56415,34.99
537,20220418,20220430,20220425,12046,SO56416,35
537,20220418,20220430,20220425,12194,SO56417,35
528,20220418,20220430,20220425,12194,SO56417,4.99
214,20220418,20220430,20220425,12194,SO56417,34.99
537,20220418,20220430,20220425,13350,SO56418,35
528,20220418,20220430,20220425,13350,SO56418,4.99
485,20220418,20220430,20220425,12953,SO56419,21.98
217,20220418,20220430,20220425,12953,SO56419,34.99
467,20220418,20220430,20220425,12953,SO56419,24.49
478,20220418,20220430,20220425,13495,SO56420,9.99
477,20220418,20220430,20220425,13495,SO56420,4.99
380,20220418,20220430,20220425,16362,SO56421,2443.35
540,20220418,20220430,20220425,16362,SO56421,32.6
529,20220418,20220430,20220425,16362,SO56421,3.99
480,20220418,20220430,20220425,16362,SO56421,2.29
359,20220418,20220430,20220425,11629,SO56422,2294.99
485,20220418,20220430,20220425,11629,SO56422,21.98
214,20220418,20220430,20220425,11629,SO56422,34.99
355,20220418,20220430,20220425,11135,SO56423,2319.99
478,20220418,20220430,20220425,11135,SO56423,9.99
477,20220418,20220430,20220425,11135,SO56423,4.99
581,20220418,20220430,20220425,22966,SO56424,1700.99
222,20220418,20220430,20220425,22966,SO56424,34.99
378,20220418,20220430,20220425,19099,SO56425,2443.35
225,20220418,20220430,20220425,19099,SO56425,8.99
484,20220418,20220430,20220425,19099,SO56425,7.95
604,20220418,20220430,20220425,22876,SO56426,539.99
217,20220418,20220430,20220425,22876,SO56426,34.99
386,20220418,20220430,20220425,23775,SO56427,1120.49
214,20220418,20220430,20220425,23775,SO56427,34.99
584,20220418,20220430,20220425,27967,SO56428,539.99
479,20220418,20220430,20220425,27967,SO56428,8.99
477,20220418,20220430,20220425,27967,SO56428,4.99
586,20220418,20220430,20220425,28113,SO56429,742.35
486,20220418,20220430,20220425,28113,SO56429,159
386,20220419,20220501,20220426,23540,SO56430,1120.49
488,20220419,20220501,20220426,23540,SO56430,53.99
225,20220419,20220501,20220426,23540,SO56430,8.99
539,20220419,20220501,20220426,14344,SO56431,24.99
529,20220419,20220501,20220426,14344,SO56431,3.99
222,20220419,20220501,20220426,14344,SO56431,34.99
529,20220419,20220501,20220426,15147,SO56432,3.99
481,20220419,20220501,20220426,15147,SO56432,8.99
539,20220419,20220501,20220426,15147,SO56432,24.99
539,20220419,20220501,20220426,15026,SO56433,24.99
536,20220419,20220501,20220426,17291,SO56434,29.99
480,20220419,20220501,20220426,17291,SO56434,2.29
537,20220419,20220501,20220426,18896,SO56435,35
528,20220419,20220501,20220426,18896,SO56435,4.99
214,20220419,20220501,20220426,18896,SO56435,34.99
528,20220419,20220501,20220426,12035,SO56436,4.99
481,20220419,20220501,20220426,12035,SO56436,8.99
477,20220419,20220501,20220426,19677,SO56437,4.99
488,20220419,20220501,20220426,19677,SO56437,53.99
478,20220419,20220501,20220426,15599,SO56438,9.99
477,20220419,20220501,20220426,15599,SO56438,4.99
217,20220419,20220501,20220426,15599,SO56438,34.99
529,20220419,20220501,20220426,16178,SO56439,3.99
540,20220419,20220501,20220426,16178,SO56439,32.6
480,20220419,20220501,20220426,16178,SO56439,2.29
484,20220419,20220501,20220426,11753,SO56440,7.95
580,20220419,20220501,20220426,23920,SO56441,1700.99
217,20220419,20220501,20220426,23920,SO56441,34.99
593,20220419,20220501,20220426,17750,SO56442,564.99
485,20220419,20220501,20220426,17750,SO56442,21.98
483,20220419,20220501,20220426,17750,SO56442,120
378,20220419,20220501,20220426,27943,SO56443,2443.35
372,20220419,20220501,20220426,16416,SO56444,2443.35
222,20220419,20220501,20220426,16416,SO56444,34.99
234,20220419,20220501,20220426,16416,SO56444,49.99
374,20220419,20220501,20220426,16412,SO56445,2443.35
540,20220419,20220501,20220426,16412,SO56445,32.6
480,20220419,20220501,20220426,16412,SO56445,2.29
590,20220419,20220501,20220426,15657,SO56446,769.49
536,20220419,20220501,20220426,15657,SO56446,29.99
528,20220419,20220501,20220426,15657,SO56446,4.99
217,20220419,20220501,20220426,15657,SO56446,34.99
529,20220419,20220501,20220426,29107,SO56447,3.99
486,20220419,20220501,20220426,29107,SO56447,159
530,20220419,20220501,20220426,11091,SO56448,4.99
217,20220419,20220501,20220426,11091,SO56448,34.99
530,20220419,20220501,20220426,11078,SO56449,4.99
541,20220419,20220501,20220426,11078,SO56449,28.99
217,20220419,20220501,20220426,11078,SO56449,34.99
535,20220419,20220501,20220426,11507,SO56450,24.99
528,20220419,20220501,20220426,11507,SO56450,4.99
214,20220419,20220501,20220426,11507,SO56450,34.99
463,20220419,20220501,20220426,11507,SO56450,24.49
536,20220419,20220501,20220426,22863,SO56451,29.99
478,20220419,20220501,20220426,21261,SO56452,9.99
477,20220419,20220501,20220426,21261,SO56452,4.99
487,20220419,20220501,20220426,21261,SO56452,54.99
475,20220419,20220501,20220426,20353,SO56453,69.99
481,20220419,20220501,20220426,20353,SO56453,8.99
474,20220419,20220501,20220426,20758,SO56454,69.99
228,20220419,20220501,20220426,20758,SO56454,49.99
225,20220419,20220501,20220426,20758,SO56454,8.99
476,20220419,20220501,20220426,19019,SO56455,69.99
482,20220419,20220501,20220426,19019,SO56455,8.99
477,20220419,20220501,20220426,17694,SO56456,4.99
